product_code,product_name,section,page,record_type,requirement_scope,property,astm_method,minimum,maximum,note_ref,text,review_status
M,Conventional gasoline (87 octane),3.8,21,context,All / see section,,,,,,"This product does not meet requirements for reformulated gasoline, and may not be used in any reformulated",Source text
M,Conventional gasoline (87 octane),3.8,21,context,All / see section,,,,,,gasoline covered area.,Source text
M,Conventional gasoline (87 octane),3.8,21,context,All / see section,,,,,,ALL M GRADE REQUIREMENTS (SEGREGATED AND FUNGIBLE),Source text
M,Conventional gasoline (87 octane),3.8,21,context,All / see section,,,,,,ASTM Test Test Results,Source text
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,Octane RON D2699,Report,,,,Octane RON D2699 Report,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,MON D2700,82.0,,,,MON D2700 82.0,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,(R+M)/2,87.0,,,,(R+M)/2 87.0,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,"Oxygen Content, weight % D5599",,,0.1 1,,"Oxygen Content, weight % D5599 0.1 1",Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,RVP (psi) D5191,,,2,,RVP (psi) D5191 2,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,,,Without,With,,Without With,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,Grades,,,,,Grades,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,,,Ethanol,Ethanol,,Ethanol Ethanol,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,"M2,2M",,9.0,X,,"M2,2M 9.0 X",Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,"M3,3M",,11.5,X,,"M3,3M 11.5 X",Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,"M4,4M",,13.5,X,,"M4,4M 13.5 X",Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,"M5,5M",,15.0,X,,"M5,5M 15.0 X",Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,[C] Gasoline designed for gasoline-ethanol,blends in accordance,with,40 CFR 80.27(d)(2),,[C] Gasoline designed for gasoline-ethanol blends in accordance with 40 CFR 80.27(d)(2),Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,Suitable for the special RVP provisions,for ethanol blends,that contain,9 and 10 vol % ethanol.,,Suitable for the special RVP provisions for ethanol blends that contain 9 and 10 vol % ethanol.,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,The use of this gasoline to manufacture,a gasoline-ethanol,blend containing,anything other than,between 9 and 10,The use of this gasoline to manufacture a gasoline-ethanol blend containing anything other than between 9 and 10,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,specification,All / see section,volume percent ethanol may cause,a summertime RVP,violation.,,,volume percent ethanol may cause a summertime RVP violation.,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,21,note,All / see section,,,,,,Heavy Metals are not allowed to be present.,Source text
M,Conventional gasoline (87 octane),3.8,21,note,All / see section,,,,,,Additive requirements/restrictions - refer to section 3.2.,Source text
M,Conventional gasoline (87 octane),3.8,21,note,All / see section,,,,,,"This is a base gasoline, not for sale to the ultimate consumer.",Source text
M,Conventional gasoline (87 octane),3.8,21,note,All / see section,,,,,,Any gasoline exhibiting an offensive odor and/or poses a personal health hazard will not be accepted for shipment.,Source text
M,Conventional gasoline (87 octane),3.8,21,note,All / see section,,,,,,Any gasoline containing more than 0.50 wt. % of dicyclopentadiene will not be accepted for shipment.,Source text
M,Conventional gasoline (87 octane),3.8,21,note,All / see section,,,,,,The referee method will be based on a gas chromatograph test.,Source text
M,Conventional gasoline (87 octane),3.8,21,note,All / see section,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test or any test,Source text
M,Conventional gasoline (87 octane),3.8,21,note,All / see section,,,,,,tolerance as allowed by state or EPA regulations at the point of delivery.,Source text
M,Conventional gasoline (87 octane),3.8,22,context,Fungible only,,,,,,3.8.2 SPECIFICATIONS FOR 87 OCTANE INDEX CONVENTIONAL GASOLINE,Source text
M,Conventional gasoline (87 octane),3.8,22,context,Fungible only,,,,,,FUNGIBLE ONLY REQUIREMENTS:,Source text
M,Conventional gasoline (87 octane),3.8,22,context,Fungible only,,,,,,ASTM Test Test Results,Source text
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,"Benzene, vol.%",D3606,,3.8,,"Benzene, vol.% D3606 3.8",Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Color,,,Undyed,,Color Undyed,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Corrosion (Cu) 3 hrs @122oF (50oC),D130,,1,,Corrosion (Cu) 3 hrs @122oF (50oC) D130 1,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Corrosion (Ag) 3 hrs @122oF (50oC),D7671,,1,,Corrosion (Ag) 3 hrs @122oF (50oC) D7671 1,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Doctor test,D4952,,Negative (sweet),3,Doctor test D4952 Negative (sweet) 3,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,or,,,,,or,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,"Mercaptan sulfur, wt.%",D3227,,0.002,,"Mercaptan sulfur, wt.% D3227 0.002",Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Solvent Washed Gum mg/100 ml,D381,,4,,Solvent Washed Gum mg/100 ml D381 4,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Gravity oAPI at 60oF,D4052,Report,,,Gravity oAPI at 60oF D4052 Report,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Oxidation stability-minutes,D525,240,,,Oxidation stability-minutes D525 240,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,"Phosphorous, gms/gal",D3231,,0.004,,"Phosphorous, gms/gal D3231 0.004",Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Sulfur (ppmwt),D2622,,80,5,Sulfur (ppmwt) D2622 80 5,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,,or equivalent,,,,or equivalent,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Nace Corrosion,TM0172,B+,(Origin),,Nace Corrosion TM0172 B+ (Origin),Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Volatility:,,,,,Volatility:,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Driveability Index,D4814,,See Chart,,Driveability Index D4814 See Chart,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,"Distillation, oC (oF) @ %Evap.",D86,,,,"Distillation, oC (oF) @ %Evap. D86",Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,"Vapor/Liquid Ratio (V/L), oC (oF) @",20 D5188,,,4,"Vapor/Liquid Ratio (V/L), oC (oF) @ 20 D5188 4",Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Driveability 10,vol% 50 vol%,,90 vol% End,Pt. V/L,Driveability 10 vol% 50 vol% 90 vol% End Pt. V/L,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,Grades Index,Max Min,Max,Max Max,Min,Grades Index Max Min Max Max Max Min,Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,M2 1250 70(158),77(170) 121(250),,190(374) 221(430),56(133),M2 1250 70(158) 77(170) 121(250) 190(374) 221(430) 56(133),Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,M3 1230 60(140),77(170) 116(240),,185(365) 221(430),51(124),M3 1230 60(140) 77(170) 116(240) 185(365) 221(430) 51(124),Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,M4 1220 55(131),77(170) 113(235),,185(365) 221(430),47(116),M4 1220 55(131) 77(170) 113(235) 185(365) 221(430) 47(116),Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,specification,Fungible only,M5 1200 50(122),77(170) 110(230),,185(365) 221(430),41(105),M5 1200 50(122) 77(170) 110(230) 185(365) 221(430) 41(105),Positionally extracted; verify complex/overprinted tables
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,1. Non-oxygenated is defined as having no more than 0.1 wt.% oxygen. The use of oxygenated,Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,and/or non-hydrocarbon blending components in these grades is prohibited.,Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,"2. For products blended to meet EPA [C]or state imposed summer VOC requirements, tests must be performed",Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,"in accordance with the procedures described in 40 CFR, [W] Part 80 1090 Subpart N.",Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,3. Mercaptan Sulfur waived if fuel is negative by Doctor test.,Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,4. Computer and Linear methods may be used to determine V/L value.,Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,"5. Refer to 40 CFR [W]Part 80.195 (d)(2) 1090 Subpart N. Alternative sulfur test methods, ASTM D 5453 and D",Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,"7039, may be used according to federal and state regulations.",Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,6. Bengal will accept test methods results that are listed in ASTM D4814 for all tests. Test methods listed in the,Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,table above are considered referee methods by Bengal Pipeline. Referee methods apply for any disputes.,Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,7. Use of these grades is controlled by the RVP calendar.,Source text
M,Conventional gasoline (87 octane),3.8,22,note,Fungible only,,,,,,8. Not available for delivery to Belton.,Source text
V,Conventional gasoline (93 octane),3.9,23,context,All / see section,,,,,,3.9.1 SPECIFICATIONS FOR 93 OCTANE INDEX CONVENTIONAL GASOLINE,Source text
V,Conventional gasoline (93 octane),3.9,23,context,All / see section,,,,,,"This product does not meet requirements for reformulated gasoline, and may not be used in any reformulated",Source text
V,Conventional gasoline (93 octane),3.9,23,context,All / see section,,,,,,gasoline covered area.,Source text
V,Conventional gasoline (93 octane),3.9,23,context,All / see section,,,,,,ALL V GRADE REQUIREMENTS (SEGREGATED AND FUNGIBLE),Source text
V,Conventional gasoline (93 octane),3.9,23,context,All / see section,,,,,,ASTM Test Test Results,Source text
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,Octane RON D2699,Report,,,,Octane RON D2699 Report,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,MON D2700,Report,,,,MON D2700 Report,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,(R+M)/2,93.0,,,,(R+M)/2 93.0,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,"Oxygen Content, weight % D5599",,,0.1 1,,"Oxygen Content, weight % D5599 0.1 1",Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,RVP (psi) D5191,,,2,,RVP (psi) D5191 2,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,,,Without,With,,Without With,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,Grades,,,,,Grades,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,,,Ethanol,Ethanol,,Ethanol Ethanol,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,"V2,2V",,9.0,X,,"V2,2V 9.0 X",Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,"V3,3V",,11.5,X,,"V3,3V 11.5 X",Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,"V4,4V",,13.5,X,,"V4,4V 13.5 X",Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,"V5,5V",,15.0,X,,"V5,5V 15.0 X",Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,[C]Gasoline designed for gasoline-ethanol,blends in accordance,with,40 CFR 80.27(d)(2),,[C]Gasoline designed for gasoline-ethanol blends in accordance with 40 CFR 80.27(d)(2),Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,Suitable for the special RVP provisions,for ethanol blends,that contain,9 and 10 vol % ethanol.,,Suitable for the special RVP provisions for ethanol blends that contain 9 and 10 vol % ethanol.,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,The use of this gasoline to manufacture,a gasoline-ethanol,blend containing,anything other than,between 9 and 10,The use of this gasoline to manufacture a gasoline-ethanol blend containing anything other than between 9 and 10,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,specification,All / see section,volume percent ethanol may cause,a summertime RVP,violation.,,,volume percent ethanol may cause a summertime RVP violation.,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,23,note,All / see section,,,,,,Heavy Metals are not allowed to be present.,Source text
V,Conventional gasoline (93 octane),3.9,23,note,All / see section,,,,,,Additive requirements/restrictions - refer to section 3.2.,Source text
V,Conventional gasoline (93 octane),3.9,23,note,All / see section,,,,,,"This is a base gasoline, not for sale to the ultimate consumer.",Source text
V,Conventional gasoline (93 octane),3.9,23,note,All / see section,,,,,,Any gasoline exhibiting an offensive odor and/or poses a personal health hazard will not be accepted for shipment.,Source text
V,Conventional gasoline (93 octane),3.9,23,note,All / see section,,,,,,Any gasoline containing more than 0.50 wt. % of dicyclopentadiene will not be accepted for shipment.,Source text
V,Conventional gasoline (93 octane),3.9,23,note,All / see section,,,,,,The referee method will be based on a gas chromatograph test.,Source text
V,Conventional gasoline (93 octane),3.9,23,note,All / see section,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test or any test,Source text
V,Conventional gasoline (93 octane),3.9,23,note,All / see section,,,,,,tolerance as allowed by state or EPA regulations at the point of delivery.,Source text
V,Conventional gasoline (93 octane),3.9,24,context,Fungible only,,,,,,3.9.2 SPECIFICATIONS FOR 93 OCTANE INDEX CONVENTIONAL GASOLINE,Source text
V,Conventional gasoline (93 octane),3.9,24,context,Fungible only,,,,,,FUNGIBLE ONLY REQUIREMENTS:,Source text
V,Conventional gasoline (93 octane),3.9,24,context,Fungible only,,,,,,ASTM Test Test Results,Source text
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,"Benzene, vol.%",D3606,,3.8,,"Benzene, vol.% D3606 3.8",Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Color,,,Undyed,,Color Undyed,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Corrosion (Cu) 3 hrs @122oF (50oC),D130,,1,,Corrosion (Cu) 3 hrs @122oF (50oC) D130 1,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Corrosion (Ag) 3 hrs @122oF (50oC),D7671,,1,,Corrosion (Ag) 3 hrs @122oF (50oC) D7671 1,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Doctor test,D4952,,Negative (sweet),3,Doctor test D4952 Negative (sweet) 3,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,or,,,,,or,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,"Mercaptan sulfur, wt.%",D3227,,0.002,,"Mercaptan sulfur, wt.% D3227 0.002",Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Solvent Washed Gum mg/100 ml,D381,,4,,Solvent Washed Gum mg/100 ml D381 4,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Gravity oAPI at 60oF,D4052,Report,,,Gravity oAPI at 60oF D4052 Report,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Oxidation stability-minutes,D525,240,,,Oxidation stability-minutes D525 240,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,"Phosphorous, gms/gal",D3231,,0.004,,"Phosphorous, gms/gal D3231 0.004",Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Sulfur (ppmwt),D2622,,80,5,Sulfur (ppmwt) D2622 80 5,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,,or equivalent,,,,or equivalent,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Nace Corrosion,TM0172,B+ (Origin),,,Nace Corrosion TM0172 B+ (Origin),Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Volatility:,,,,,Volatility:,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Driveability Index,D4814,,See Chart,,Driveability Index D4814 See Chart,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,"Distillation, oC (oF) @ %Evap.",D86,,,,"Distillation, oC (oF) @ %Evap. D86",Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,"Vapor/Liquid Ratio (V/L), oC (oF) @ 20",D5188,,,4,"Vapor/Liquid Ratio (V/L), oC (oF) @ 20 D5188 4",Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Driveability 10 vol%,50 vol%,,90 vol% End Pt.,V/L,Driveability 10 vol% 50 vol% 90 vol% End Pt. V/L,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,Grades Index Max,Min Max,,Max Max,Min,Grades Index Max Min Max Max Max Min,Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,V2 1250 70(158),77(170) 121(250),,190(374) 221(430),56(133),V2 1250 70(158) 77(170) 121(250) 190(374) 221(430) 56(133),Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,V3 1230 60(140),77(170) 116(240),,185(365) 221(430),51(124),V3 1230 60(140) 77(170) 116(240) 185(365) 221(430) 51(124),Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,V4 1220 55(131),77(170) 113(235),,185(365) 221(430),47(116),V4 1220 55(131) 77(170) 113(235) 185(365) 221(430) 47(116),Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,specification,Fungible only,V5 1200 50(122),77(170) 110(230),,185(365) 221(430),41(105),V5 1200 50(122) 77(170) 110(230) 185(365) 221(430) 41(105),Positionally extracted; verify complex/overprinted tables
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,1. Non-oxygenated is defined as having no more than 0.1 wt.% oxygen. The use of oxygenated,Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,and/or non-hydrocarbon blending components in these grades is prohibited.,Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,"2. For products blended to meet EPA [C]or state imposed summer VOC requirements, tests must be performed",Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,"in accordance with the procedures described in 40 CFR, [W] Part 80 1090 Subpart N.",Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,3. Mercaptan Sulfur waived if fuel is negative by Doctor test.,Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,4. Computer and Linear methods may be used to determine V/L value.,Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,"5. Refer to 40 CFR [W]Part 80.195 (d)(2) 1090 Subpart N. Alternative sulfur test methods, ASTM D 5453 and D",Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,"7039, may be used according to federal and state regulations.",Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,6. Bengal will accept test methods results that are listed in ASTM D4814 for all tests. Test methods listed in the,Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,table above are considered referee methods by Bengal Pipeline. Referee methods apply for any disputes.,Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,7. Use of these grades is controlled by the RVP calendar.,Source text
V,Conventional gasoline (93 octane),3.9,24,note,Fungible only,,,,,,8. Deliveries to Belton will be downgraded to A grade or D grade.,Source text
BU,Butane,3.10,25,context,All / see section,,,,,,3.10.1 Product Specification,Source text
BU,Butane,3.10,25,context,All / see section,,,,,,SPECIFICATION FOR SEGREGATED BUTANE BU,Source text
BU,Butane,3.10,25,context,All / see section,,,,,,This product is available to ship in segregated batches only.,Source text
BU,Butane,3.10,25,note,All / see section,,,,,,Only available for movement on the Baton Rouge Dock Lines.,Source text
48,Renewable diesel,3.11,26,context,All / see section,,,,,,SPECIFICATIONS FOR SEGREGATED R100 RENEWABLE DIESEL 100% Grade 48,Source text
48,Renewable diesel,3.11,26,context,All / see section,,,,,,3.11.1,Source text
48,Renewable diesel,3.11,26,context,All / see section,,,,,,This grade is for billing purposes only and is NOT AVAILABLE FOR SHIPMENT,Source text
48,Renewable diesel,3.11,26,context,All / see section,,,,,,Grade to be used to track renewable diesel injected in connection with renewable services provided by Colonial.,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,SPECIFICATIONS FOR FUNGIBLE B99/B100 BIO-DIESEL Grade 49,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,3.12.1,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,EPA Designation:MVNRLM 15 PPM Sulfur,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Test Test Results,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,PRODUCT PROPERTY Method Minimum Maximum,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,API Gravity D1298 Report Report,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,"Flash Point,oC (oF)",Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Pensky-Martin D93 93 (199.4),Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Distillation Temp °C @ 90% Rec. D1160,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,90% 360,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Color Visual Undyed,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Appearance (HAZE) D4176 2,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,"Viscosity, cSt @ 40oC (104oF) D445 1.9 6.0",Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Cloud Point oC (oF) D2500,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Summer 10 (50),Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Winter 2 (35.6),Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,"Corrosion, 3 hrs. @ 50oC (122oF) D130 1B",Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,"Total Sulfur, ppmwt D5453 11",Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Cetane Number D613 47,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,"Sulfated Ash, wt.% D874 0.02",Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,"Oxidation stability, (hours) EN14112",Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,3,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Methanol Content,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Methanol by Flash Point oC (oF) D93 130 (266),Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Or,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Methanol (mass %) EN14110 0.2,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Carbon Residue: (% by mass) D4530 0.050,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,"BS&W, vol.% D2709 0.050",Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Group I Sodium & Potassium EN14538,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Combined (ppm) 5,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Group II Calcium & Magnesium EN14538,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Combined (ppm) 5,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Phosphorous (ppm) D4951 10,Source text
49,B100 biodiesel,3.12,27,context,All / see section,,,,,,Nace Corrosion TM0172 B+,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,SPECIFICATIONS FOR FUNGIBLE B99/B100 BIO-DIESEL Grade 49,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,3.12.2,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,EPA Designation:MVNRLM 15 PPM Sulfur,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,Test Test Results,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,PRODUCT PROPERTY Method Minimum Maximum Note,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,Acid Number (mg KOH/g) D664 0.50,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,Cold Soak Filterability (seconds) D7501,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,Summer 360,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,Winter 200,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,Free Glycerin (mass%) D6584 0.020,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,0.24,Source text
49,B100 biodiesel,3.12,28,context,All / see section,,,,,,Total Glycerin (mass%) D6584,Source text
