product_code,product_name,section,page,record_type,requirement_scope,property,astm_method,minimum,maximum,note_ref,text,review_status
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,or Aromatics by Cetane Index D976 40,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,"Ash, wt.% D482 0.01",Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,Carbon Residue: Ramsbottom,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,on 10% Bottom D524 0.35,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,"BS&W, vol.% D2709",Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,or equivalent < 0.05,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,"Thermal stability, 90 minutes",Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,"150oCPad rating,",Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,DuPont scale 7,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,OR,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,Thermal stability D6468,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,Y/Green 73%,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,W Unit 65%,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,OR,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,"Oxidation stability, mg/100 ml D2274 2.5",Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,Haze rating @ 25oC (77oF) D4176,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,Procedure 2 2,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,Nace Corrosion TM0172 B+ (Origin),Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,Electrical,Source text
61,15 ppm sulfur diesel,3.22,41,context,All / see section,,,,,,"Conductivity, pS/m @ 21°C(70°F) D2624 250",Source text
61,15 ppm sulfur diesel,3.22,42,context,All / see section,,,,,,SPECIFICATIONS FOR FUNGIBLE 15 ppm SULFUR DIESEL FUEL CONTAINING UP TO 5%,Source text
61,15 ppm sulfur diesel,3.22,42,context,All / see section,,,,,,3.22.2 RENEWABLE HYDROTREATED DIESEL FUEL GRADE 61,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,1. Additive requirements/restrictions - refer to section 3.2.,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,2. This schedule denotes the fluidity of the distillate at the time and place of origin.,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,Pour Point –August 1st through March 14th Maximum: -18oC (-0.4oF).,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,Pour Point – March 15th through July 31st Maximum: -12oC (10.4oF),Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,Cloud Point – August 1st through March 14th Maximum: -9oC (15.8oF),Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,Cloud Point – March 15th through July 31st Maximum: -7oC (19.4oF),Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,The referee method will be Pour point D97 and Cloud point D2500,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,3. Origin laboratory certifying sulfur content can qualify the test method used per EPA performance based,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,testing criteria (See [W] 80.584 1090 Subpart D).,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,4. Either physical or simulated distillation can be used.,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,5. Downstream of Meridian Mississippi May contain up to 5% renewable diesel as defined in section 3.2.7,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,Grade 61 is designated for 5% renewable diesel fuel blending at Baton Rouge. 61 grade will only be allowed to,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,"originate as ""clear"", no renewable diesel fuel allowed, at Houston, Cedar Bayou, Hebert, Lake Charles, Krotz",Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,Springs and Baton Rouge. 61 grade will not be delivered out of the pipeline at any locations and will be regraded,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,to 63 grade downstream of Baton Rouge.,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,6. Colonial will accept test methods results that are listed in ASTM D975 for all tests. Test methods listed in,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,the table above are considered referee methods by Colonial Pipeline. Referee methods apply for any dispute.,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test,Source text
61,15 ppm sulfur diesel,3.22,42,note,All / see section,,,,,,or any test tolerance as allowed by state or EPA regulations at the point of delivery.,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,3.23.1 SPECIFICATIONS FOR FUNGIBLE 15 ppm SULFUR DIESEL FUEL GRADE 62,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"EPA Designation: MVNRLM, Motor vehicle diesel fuel, 15 ppm sulfur",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,ASTM Test Test Results,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,PRODUCT PROPERTY Method Minimum Maximum Note,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Gravity API D4052 30,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"Flash Point, oF",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Pensky-Martin D93 130 Origin,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,125.8 Delivery,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"Physical Distillation, °C(oF) D86",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,50% Report 4,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,90% 282(540) 338(640),Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,End Point 371 (700),Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"or Simulated Distillation, °C(oF) D2887 4",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,50% recovered Report,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,90% recovered 300(572) 356(673),Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,End Point 421(790),Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Color ASTM D6045 2.5,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Color Visual Undyed,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"Viscosity, cSt @ 40oC (104oF) D445 1.9 4.1",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Pour Point D97 2,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Cloud Point D2500 2,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"Corrosion, 3 hrs. @ 50oC (122oF) D130 1",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"Total Sulfur, ppmwt D5453 11 Origin 3",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,14 Delivery,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Cetane Number D613 40,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Aromatics (Volume %) D1319 31.7,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,or Aromatics by Cetane Index D976 40,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"Ash, wt.% D482 0.01",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Carbon Residue: Ramsbottom,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,on 10% Bottom D524 0.35,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"BS&W, vol.% D2709",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,or equivalent < 0.05,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"Thermal stability, 90 minutes",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"150oCPad rating,",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,DuPont scale 7,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,OR,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Thermal stability D6468,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Y/Green 73%,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,W Unit 65%,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,OR,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"Oxidation stability, mg/100 ml D2274 2.5",Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Haze rating @ 25oC (77oF) D4176,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Procedure 2 2,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Nace Corrosion TM0172 B+ (Origin),Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,Electrical,Source text
62,15 ppm sulfur diesel,3.23,43,context,All / see section,,,,,,"Conductivity, pS/m @ 21°C(70°F) D2624 250",Source text
62,15 ppm sulfur diesel,3.23,44,context,All / see section,,,,,,3.23.2 SPECIFICATIONS FOR FUNGIBLE 15 ppm SULFUR DIESEL FUEL GRADE 62,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,1. Additive requirements/restrictions - refer to section 3.2.,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,2. This schedule denotes the fluidity of the distillate at the time and place of origin.,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,Pour Point –August 1st through March 14th Maximum: -18oC (-0.4oF).,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,Pour Point – March 15th through July 31st Maximum: -12oC (10.4oF),Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,Cloud Point – August 1st through March 14th Maximum: -9oC (15.8oF),Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,Cloud Point – March 15th through July 31st Maximum: -7oC (19.4oF),Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,3. Origin laboratory certifying sulfur content can qualify the test method used per EPA performance based,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,testing criteria (See [W] 80.584 1090 Subpart D).,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,4. Either physical or simulated distillation can be used.,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,5. Deliveries of 62 grade that are serviced through Colonial's breakout tank farms south of Greensboro which,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,"include Pelham, Atlanta, Athens, Belton, Spartanburg, and Charlotte may contain up to 5% Renewable Diesel.",Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,6. Colonial will accept test methods results that are listed in ASTM D975 for all tests. Test methods listed in,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,the table above are considered referee methods by Colonial Pipeline. Referee methods apply for any dispute.,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,"7. Deliveries of 62 grade on lines #17, 22, 24, and Greensboro local deliveries may contain up to 5%",Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,Bio-Diesel and 5% Renewable Diesel.,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test or,Source text
62,15 ppm sulfur diesel,3.23,44,note,All / see section,,,,,,any test tolerance as allowed by state or EPA regulations at the point of delivery.,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,3.24.1 SPECIFICATIONS FOR FUNGIBLE 15 ppm SULFUR DIESEL FUEL CONTAINING UP TO 5%,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,RENEWABLE HYDROTREATED DIESEL FUEL GRADE 63,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"EPA Designation: MVNRLM, Motor vehicle diesel fuel, 15 ppm sulfur",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,ASTM Test Test Results,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,PRODUCT PROPERTY Method Minimum Maximum Note,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Renewable Fuel (volume %) 5 5,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Gravity API D4052 30,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"Flash Point, oF",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Pensky-Martin D93 130 Origin,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,125.8 Delivery,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"Physical Distillation, °C(oF) D86 4",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,50% Report,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,90% 282(540) 338(640),Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,End Point 371 (700),Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"or Simulated Distillation, °C(oF) D2887 4",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,50% recovered Report,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,90% recovered 300(572) 356(673),Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,End Point 421(790),Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Color ASTM D6045 2.5,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Color Visual Undyed,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"Viscosity, cSt @ 40oC (104oF) D445 1.9 4.1",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Pour Point D97 2,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Cloud Point D2500 2,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"Corrosion, 3 hrs. @ 50oC (122oF) D130 1",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"Total Sulfur, ppmwt D5453 11 Origin 3",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,14 Delivery,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Cetane Number D613 40,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Aromatics (Volume %) D1319 31.7,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,or Aromatics by Cetane Index D976 40,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"Ash, wt.% D482 0.01",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Carbon Residue: Ramsbottom,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,on 10% Bottom D524 0.35,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"BS&W, vol.% D2709",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,or equivalent < 0.05,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"Thermal stability, 90 minutes",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"150oCPad rating,",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,DuPont scale 7,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,OR,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Thermal stability D6468,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Y/Green 73%,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,W Unit 65%,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,OR,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"Oxidation stability, mg/100 ml D2274 2.5",Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Haze rating @ 25oC (77oF) D4176,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Procedure 2 2,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Nace Corrosion TM0172 B+ (Origin),Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,Electrical,Source text
63,15 ppm sulfur diesel,3.24,45,context,All / see section,,,,,,"Conductivity, pS/m @ 21°C(70°F) D2624 250",Source text
63,15 ppm sulfur diesel,3.24,46,context,All / see section,,,,,,3.24.2 SPECIFICATIONS FOR FUNGIBLE 15 ppm SULFUR DIESEL FUEL CONTAINING UP TO 5% RENEWABLE,Source text
63,15 ppm sulfur diesel,3.24,46,context,All / see section,,,,,,HYDROTREATED DIESEL FUEL GRADE 63,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,1. Additive requirements/restrictions - refer to section 3.2.,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,2. This schedule denotes the fluidity of the distillate at the time and place of origin.,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,Pour Point –August 1st through March 14th Maximum: -18oC (-0.4oF).,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,Pour Point – March 15th through July 31st Maximum: -12oC (10.4oF),Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,Cloud Point – August 1st through March 14th Maximum: -9oC (15.8oF),Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,Cloud Point – March 15th through July 31st Maximum: -7oC (19.4oF),Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,3. Origin laboratory certifying sulfur content can qualify the test method used per EPA performance based testing criteria (See,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,[W] 80.584 1090 Subpart D).,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,4. Either physical or simulated distillation can be used.,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,5. May contain up to 5% Renewable Diesel as defined in section 3.2.7.,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,"6. Lines #17, 22, 24, and Greensboro local deliveries may contain up to 5% Bio-Diesel (Colonial Grade 49).",Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,7. Colonial will accept test methods results that are listed in ASTM D975 for all tests. Test methods listed in,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,the table above are considered referee methods by Colonial Pipeline. Referee methods apply for any dispute.,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test,Source text
63,15 ppm sulfur diesel,3.24,46,note,All / see section,,,,,,or any test tolerance as allowed by state or EPA regulations at the point of delivery.,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,context,All / see section,,,,,,3.25 SPECIFICATIONS FOR SEGREGATED 15 ppm SULFUR DISTILLATE GRADE 65,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,context,All / see section,,,,,,EPA Designation: MVNRLM 15 ppm sulfur,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,context,All / see section,,,,,,Test Results,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,context,All / see section,,,,,,ASTM Test,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,Gravity API,D4052,30,,,Gravity API D4052 30,Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,"Flash Point, oF",,,,,"Flash Point, oF",Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,Pensky-Martin,D93,100,,,Pensky-Martin D93 100,Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,Nace Corrosion,TM0172,B+ (origin),,,Nace Corrosion TM0172 B+ (origin),Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,"Total Sulfur, ppmwt",D5453,,15 1,,"Total Sulfur, ppmwt D5453 15 1",Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,Electrical,,,,,Electrical,Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,"Conductivity, pS/m @ 21°C(70°F)",D2624,,250,,"Conductivity, pS/m @ 21°C(70°F) D2624 250",Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,In order to allow for the proper placement,of the batch in our,"sequence, when","nominating the batch,",the,"In order to allow for the proper placement of the batch in our sequence, when nominating the batch, the",Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,shipper must supply to the best of his,knowledge the following,information:,,,shipper must supply to the best of his knowledge the following information:,Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,Gravity,,,,,Gravity,Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,Flash,,,,,Flash,Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,Sulfur,,,,,Sulfur,Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,volume % of Renewable,Diesel,,,,volume % of Renewable Diesel,Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,Any other product property,that does not meet,our fungible specifications,for 63 grade.,,Any other product property that does not meet our fungible specifications for 63 grade.,Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,specification,All / see section,The pre-shipment documentation with,the actual results must,be received,before shipment.,,The pre-shipment documentation with the actual results must be received before shipment.,Positionally extracted; verify complex/overprinted tables
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,The pre-shipment documentation with the actual results must be received before shipment.,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,1. Origin laboratory certifying sulfur content can qualify the test method used per EPA performance based testing criteria,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,(See [W] 80.584 1090 Subpart D).,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,2. Additive requirements/restrictions - refer to section 3.2.,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,3. May contain Renewable Diesel as defined in section 3.2.7.,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,4. Colonial will accept test methods results that are listed in ASTM D975 for all tests. Test methods listed in,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,the table above are considered referee methods by Colonial Pipeline. Referee methods apply for any dispute.,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,5. Interface may result in trace amounts of renewable and/or biodiesel in the product depending on delivery,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,location.,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test or any,Source text
65,Segregated 15 ppm sulfur diesel,3.25,47,note,All / see section,,,,,,test tolerance as allowed by state or EPA regulations at the point of delivery.,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,SPECIFICATIONS FOR FUNGIBLE 15 ppm SULFUR HEATING OIL [W]CERTIFIED NON-,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,3.26.1 TRANSPORTATION 15 ppmDISTILLATE FUEL (CERTIFIED NTDF) GRADE 67,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,EPA Designation: Heating Oil [W] (Certified NTDF),Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,ASTM Test Test Results,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,PRODUCT PROPERTY Method Minimum Maximum Note,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,Gravity API D4052 30,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,"Flash Point, oF",Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,Pensky-Martin D93 130 Origin,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,125.8 Delivery,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,"Physical Distillation, °C(oF) D86 4",Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,50% Report,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,90% 282(540) 338(640),Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,End Point 371 (700),Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,"or Simulated Distillation, °C(oF) D2887 4",Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,50% recovered Report,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,90% recovered 300(572) 356(673),Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,End Point 421(790),Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,Color ASTM D6045 2.5,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,Color Visual Undyed,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,"Viscosity, cSt @ 40oC (104oF) D445 1.9 4.1",Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,Pour Point D97 2,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,Cloud Point D2500 2,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,"Corrosion, 3 hrs. @ 50oC (122oF) D130 1",Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,"Total Sulfur, ppmwt D5453 11 Origin 3",Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,14 Delivery,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,Cetane Number D613 40,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,Aromatics (Volume %) D1319 31.7,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,or Aromatics by Cetane Index D976 40,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,"Ash, wt.% D482 0.01",Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,Carbon Residue: Ramsbottom,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,on 10% Bottom D524 0.35,Source text
67,15 ppm heating oil,3.26,48,context,All / see section,,,,,,"BS&W, vol.% D2709",Source text
