Region,Country,State/Province,Refiner,Refinery,Location,Date of Commissioning,CDU bpsd,VDU bpsd,Reformer bpsd,Isomerization bpsd,Alkylation bpsd,FCC bpsd,Coker bpsd,Hydrotreater bpsd
Asia Pacific,Singapore,Pulau Bukom,Shell Eastern Petroleum,Pulau Bukom,Pulau Bukom,1961,463000,85000,39970,,4000,34000,,275000
Asia Pacific,Singapore,Jurong Island,Singapore Petroleum Co (SRC),Pulau Merlimau,Pulau Merlimau,1979,285000,92000,15000,,5000,46000,,117000
Asia Pacific,Singapore,Tuas,Neste Oil,Singapore (Renewable diesel refinery),Singapore (Renewable diesel refinery),2010,,,,,,,,18000
Asia Pacific,South Korea,Yeongnam Region,Hyundai Lube Oil,Busan,Busan,2000,9500,6650,,,,,,2880
Asia Pacific,South Korea,South Chungcheong Province,Hyundai Oilbank/Lotte Chemical,Daesan (Hyundai/Lotte),Daesan (Hyundai/Lotte),1989,480000,88000,20000,,,111000,50000,512000
Asia Pacific,South Korea,South Chungcheong Province,Hanwha Total Petrochemicals,Daesan Aromatics Complex,Daesan Aromatics Complex,2000,,,,,,,,
Asia Pacific,South Korea,Seoul Capital Area,SK Energy,Incheon,Incheon,1991,275000,90000,40000,,18000,60000,,266000
Asia Pacific,South Korea,Yeongnam Region,S-Oil Corp. (Saudi Aramco),Onsan,Onsan,1980,580000,170000,95000,,9200,149000,,338000
Asia Pacific,South Korea,Yeongnam Region,SK Energy,Ulsan,Ulsan,1964,870000,116000,133000,13000,23400,148000,,537080
Asia Pacific,South Korea,Honam Region,GS-Caltex (Chevron),Yosu,Yosu,1969,785000,162000,106000,,14000,147000,,406000
Asia Pacific,Sri Lanka,Southern Province,Silver Park International/Oman's Ministry of Oil and Gas,Hambantota,Hambantota,2022+,,,,,,,,
Asia Pacific,Sri Lanka,Western Province,Ceypetco,Sapugaskanda (Colombo),Sapugaskanda (Colombo),1969,50000,24000,5300,,,,,19295
Asia Pacific,Taiwan,Kaohsiung,CPC Corp,Dalin/Talin,Dalin/Talin,1969,350000,,64000,10000,14000,25000,,190000
Asia Pacific,Taiwan,Kaohsiung,CPC Corp,Kaohsiung,Kaohsiung,1946,,,,,,,,
Asia Pacific,Taiwan,Yunlin,Formosa,Mailiao,Mailiao,2000,540000,137000,,,14200,167900,36000,339000
Asia Pacific,Taiwan,Taoyuan,CPC Corp,Taoyuan,Taoyuan,1976,200000,36000,85000,6000,,50000,,166000
Asia Pacific,Thailand,Bangkok,Bangchak Petroleum Public Company Ltd (PTT),Bangchak Bangkok,Bangchak Bangkok,1964,120000,35000,13050,6750,,,,88200
Asia Pacific,Thailand,Chiang Mai Province,Fang Refinery,Chiang Mai,Chiang Mai,2000,2500,1000,,,,,,
Asia Pacific,Thailand,Rayong Province,PTTAR Alliance Refining Co. Ltd. (PTT),Map Ta Phut (PTTAR),Map Ta Phut (PTTAR),1996,145000,128430,28000,,,,,395000
Asia Pacific,Thailand,Rayong Province,Rayong Purifier (RPGC),Map Ta Phut (Rayong Purifier),Map Ta Phut (Rayong Purifier),1995,17000,,,,,,,
Asia Pacific,Thailand,Rayong Province,Star Petroleum Refining Company (SPRC) - PTT,Map Ta Phut (SPRC),Map Ta Phut (SPRC),1996,165000,63000,17000,,,41000,,142000
Asia Pacific,Thailand,Rayong Province,IRPC (PTT),Rayong,Rayong,1982,140250,28500,12960,,,60000,,110160
Asia Pacific,Thailand,Chonburi Province,ExxonMobil,Sriracha (Exxon),Sriracha (Exxon),1967,167000,38000,27000,,,27000,,148500
Asia Pacific,Thailand,Chonburi Province,Thai Lube Base,Sriracha (Lube),Sriracha (Lube),2000,,22705,,,,,,
Asia Pacific,Thailand,Chonburi Province,Thai Oil (PTT),Sriracha (Thai Oil),Sriracha (Thai Oil),1961,275000,107350,45000,23040,,9270,,158500
Asia Pacific,Vietnam,Quang Ngai Province - Central Vietnam,PetroVietnam,Dung Quat,Dung Quat,2009,145000,60000,25000,7000,,70000,,35000
Asia Pacific,Vietnam,Ba Ria-Vung Tau - south,PetroVietnam/Siam Cement (SCG),Long Son,Long Son,2023?,,,,,,,,
Asia Pacific,Vietnam,Thanh Hoa Province - North Vietnam,PetroVietnam/KPC/Mitsui/Idemitsu,Nghi Son,Nghi Son,2018,200000,60000,35000,10000,,80000,,205000
Asia Pacific,Vietnam,Bihn Dinh Province,PetroVietnam,Nhon Hoi,Nhon Hoi,N/A,,,,,,,,
Latin America,,,PetroEcuador,Manabi or other coastal location,Manabi or other coastal location,N/A,,,,,,,,
Latin America,Argentina,Buenos Aires,Trafigura,Bahia Blanca (Ricardo Elicabe),Bahia Blanca (Ricardo Elicabe),1987,30500,11875,5400,2700,,7110,,7920
Latin America,Argentina,Buenos Aires,Raizen,Buenos Aires/Dock Sud,Buenos Aires/Dock Sud,1931,110000,39090,18130,,2000,26270,6000,35880
Latin America,Argentina,Buenos Aires,Axion Energy (BP/Bridas),Campana (Axion),Campana (Axion),1903,127000,49000,11000,,,26500,48000,93500
Latin America,Argentina,Buenos Aires,Rutilex Hidrocarburos Argentinos,Campana (Rutilex),Campana (Rutilex),2000,8550,,,,,,,
Latin America,Argentina,Salta,Refinor,Campo Duran,Campo Duran,1992,30000,15000,10000,,,,,10000
Latin America,Argentina,Buenos Aires,Destileria Argentina de Petroleo,Dock Sud,Dock Sud,2000,4000,1000,,,,,,
Latin America,Argentina,Buenos Aires,YPF,La Plata,La Plata,1925,189000,61000,25200,6800,,66100,63500,96300
Latin America,Argentina,Buenos Aires,Destileria Argentina de Petroleo,Lomas de Zamora,Lomas de Zamora,2000,8000,1300,,,,,,
Latin America,Argentina,Mendoza,YPF,Lujan de Cuyo,Lujan de Cuyo,1986,105500,69000,9300,3200,3600,23100,36100,55500
Latin America,Argentina,Neuquen,YPF,Plaza Huincul,Plaza Huincul,2000,25000,,2600,,,,,2800
Latin America,Argentina,,Bravo Energy,San Lorenzo (Bravo Energy),San Lorenzo (Bravo Energy),2006,,,,,,,,
Latin America,Argentina,Santa Fe,YPF (ex Oil Combustibles),San Lorenzo (YPF),San Lorenzo (YPF),1938,,,,,,,,-30000
Latin America,Aruba,San Nicolas,Valero,San Nicholas,San Nicholas,1929,,,,,,,,
Latin America,Bolivia,,YPFB,Cochabamba (Gualberto Villaroel),Cochabamba (Gualberto Villaroel),2000,28000,2200,8137,,,,,7000
Latin America,Bolivia,,Refineria Oro Negro SA,Oro Negro,Oro Negro,2000,3500,,,,,,,
Latin America,Bolivia,Santa Cruz,YPFB,Santa Cruz de la Sierra (Guillermo Elder Bell),Santa Cruz de la Sierra (Guillermo Elder Bell),2000,24350,,6400,,,,,6400
Latin America,Brazil,Pernambuco,Petrobras,Abreu e Lima (RNEST),Abreu e Lima (RNEST),2013,115000,,,,,,40000,
Latin America,Brazil,Rio de Janeiro,OGI (Oil Group Investment),Acu,Acu,2024+,,,,,,,,
Latin America,Brazil,Parana,Petrobras,Araucaria (REPAR),Araucaria (REPAR),1977,207563,89869,,,,53904,,29249
Latin America,Brazil,Minas Gerais,Petrobras,Betim (REGAP),Betim (REGAP),1968,150000,77203,,,,40269,22265,90773
Latin America,Brazil,Bahia,Dax Oil,Camacari,Camacari,2000,2500,,,,,,,
Latin America,Brazil,Rio Grande do Sul,Petrobras,Canoas (REFAP),Canoas (REFAP),1968,201280,33173,,,4000,60163,12000,62000
Latin America,Brazil,Sao Paulo,Petrobras,"Capuava, Maua (RECAP)","Capuava, Maua (RECAP)",1954,53000,,,,,17600,,18000
Latin America,Brazil,Rio de Janeiro,Petrobras,Comperj,Comperj,2023+,,,,,,,,
Latin America,Brazil,Sao Paulo,Petrobras,Cubatao (RPBC),Cubatao (RPBC),1955,178000,120768,9500,,,82029,31500,146179
Latin America,Brazil,Rio de Janeiro,Petrobras,Duque de Caxias (REDUC),Duque de Caxias (REDUC),1961,239000,112186,11132,,,49717,31450,102000
Latin America,Brazil,Ceara,Petrobras,Fortaleza (LUBNOR),Fortaleza (LUBNOR),1966,8000,6032,,,,,,8000
Latin America,Brazil,Rio Grande de Norte,Petrobras,Guamaré (RPCC),Guamaré (RPCC),2009,37740,,3000,,,,,
Latin America,Brazil,Amazonas,Petrobras,Manaus (REMAN),Manaus (REMAN),1956,46000,6635,5000,,,2930,,30000
Latin America,Brazil,Bahia,Petrobras,Mataripe (RLAM),Mataripe (RLAM),1952,323000,126058,,,,89900,,78000
Latin America,Brazil,Sao Paulo,Petrobras,Paulinia (REPLAN),Paulinia (REPLAN),1972,415000,155010,15000,,,93747,63000,79453
Latin America,Brazil,Ceara,Ceara Government/China Development Bank,Pecem,Pecem,N/A,,,,,,,,
Latin America,Brazil,Maranhao,Local government/Chinese investors,Premium 1,Premium 1,Shelved/Possible revival,,,,,,,,
Latin America,Brazil,Ceara,Local government/Chinese investors,Premium 2,Premium 2,Shelved,,,,,,,,
Latin America,Brazil,Rio Grande do Sul,Refinaria de Petróleo Riograndense (RPR),Rio Grande do Sul,Rio Grande do Sul,1937,17000,5400,,,,3400,,
Latin America,Brazil,Rio de Janeiro,Refinaria de Petróleos de Manguinhos (Refit),Rio de Janeiro (Refit),Rio de Janeiro (Refit),1954,14000,,3000,,,,,3000
Latin America,Brazil,Sao Paulo,Petrobras,Sao Jose dos Campos (REVAP),Sao Jose dos Campos (REVAP),1980,252000,78000,19000,,3145,74000,32000,60000
Latin America,Chile,,Bravo Energy,???,???,2007+,,,,,,,,
Latin America,Chile,Valparaiso,Empresa Nacional de Petroleo (Enap),Aconcagua (Concon),Aconcagua (Concon),1954,104000,37800,13860,8730,910,28490,20000,64000
Latin America,Chile,Biobio,Empresa Nacional de Petroleo (Enap),"BioBio (Talcahuano, Concepcion)","BioBio (Talcahuano, Concepcion)",1966,116000,47250,12600,3780,,22050,13860,58000
Latin America,Chile,Magallanes,Empresa Nacional de Petroleo (Enap),San Gregorio,San Gregorio,2000,15750,,,,,,,
Latin America,Colombia,Meta,Ecopetrol,Apiay,Apiay,2000,2250,,,,,,,
Latin America,Colombia,Santander,Ecopetrol,Barrancabermeja,Barrancabermeja,1940?,250000,101000,,,2100,64000,,90000
Latin America,Colombia,Bolivar,Ecopetrol,Cartagena (Reficar),Cartagena (Reficar),1956,165000,100000,25000,,9000,35000,43000,135000
Latin America,Colombia,Putumayo,Ecopetrol,Orito,Orito,2000,1800,,,,,,,
Latin America,Colombia,Norte de Santander,Ecopetrol,Tibu,Tibu,2000,1800,,,,,,,
Latin America,Costa Rica,,Refinadora Costarricense de Petroleo SA (RECOPE),Limon,Limon,1967,24000,600,1200,,,,,2000
Latin America,Cuba,Cienfuegos,Cuba Petroleos (Cupet),Cienfuegos,Cienfuegos,2006,65000,,7500,,,,,7700
Latin America,Cuba,Santiago de Cuba,Cuba Petroleos (Cupet),"Hermanos Diaz, Santiago","Hermanos Diaz, Santiago",?,25000,37500,7500,,,,,29700
Latin America,Cuba,La Habana,Cuba Petroleos (Cupet),"Nico Lopez, Havana","Nico Lopez, Havana",1887,35000,38200,5000,,,14700,,18450
Latin America,Cuba,Sancti Spiritus,Cuba Petroleos (Cupet),"Sergio Soto, Cabaiguan","Sergio Soto, Cabaiguan",1947,2100,,,,,,,
Latin America,Curaçao,Curacao,Refineria Isla Curazao SA,Emmastad-Isla (Curacao),Emmastad-Isla (Curacao),1918,,,,,,,,
Latin America,Dominican Republic,Monsenor Nouel,Falconbridge Dominicana (Falcondo),Bonao,Bonao,,,,,,,,,
Latin America,Dominican Republic,San Cristobal (south coast),Refineria Dominicana de Petroleo SA (Refidomsa),Haina,Haina,1973,34000,,8200,,,,,14600
Latin America,Ecuador,Esmeraldas,PetroEcuador,Esmeraldas,Esmeraldas,1977,110000,45300,12800,2780,,22000,,24500
Latin America,Ecuador,Santa Elena,PetroEcuador,La Libertad,La Libertad,1940,45000,,,,,,,
Latin America,Ecuador,Sucumbios,PetroEcuador,Shushufindi (Amazonas),Shushufindi (Amazonas),1987,20000,,,,,,,
Latin America,El Salvador,Sonsonate,Refinineria Petrolera de Acajutla (RASA) - Puma Energy (Trafigura),Acajutla,Acajutla,1962,22000,4000,3200,,,,,15500
Latin America,Guatemala,Peten,Perenco,La Libertad (Guatemala),La Libertad (Guatemala),2000,5000,,,,,,,
Latin America,Guyana,,GuyEnergy,Linden,Linden,N/A,,,,,,,,
Latin America,Jamaica,Kingston - south coast,Petrojam,Kingston,Kingston,1964,36000,1800,3700,,,,,23800
Latin America,Martinique,Fort-de-France,Societe Anonyme de la Raffinerie des Antilles (Sara),Fort-de-France,Fort-de-France,1971,17329,,3020,,,,,14350
Latin America,Mexico,Nuevo Leon,Pemex,Cadereyta,Cadereyta,1975,275000,145000,48000,,10800,90000,50000,229500
Latin America,Mexico,Tamaulipas,Pemex,Ciudad Madero,Ciudad Madero,1918,190000,101000,30000,13000,9300,65500,50000,182000
Latin America,Mexico,Tabasco,Pemex,Dos Bocas,Dos Bocas,2022+,,,,,,,,
Latin America,Mexico,,Pemex,La Cangrejera Petrochemical Facility (BTX),La Cangrejera Petrochemical Facility (BTX),2000?,,,25000,,,,,
Latin America,Mexico,Veracruz,Pemex,Minatitlan,Minatitlan,1906,285000,153000,78000,13000,17000,66000,55000,225000
Latin America,Mexico,,Bravo Energy,Queretaro,Queretaro,2007,,,,,,,,
Latin America,Mexico,Guanajuato,Pemex,Salamanca,Salamanca,1950,220000,148000,48000,27200,4200,40000,,146500
Latin America,Mexico,Oaxaca,Pemex,Salina Cruz,Salina Cruz,1980,330000,165000,50000,11500,14200,80000,,205000
Latin America,Mexico,Hidalgo,Pemex,Tula,Tula,1975,315000,139000,65000,13500,7800,80000,,299000
Latin America,Nicaragua,Pacific coast,Puma Energy,Managua - Puerto Sandino,Managua - Puerto Sandino,2000,20000,1500,2900,,,,,15000
Latin America,Paraguay,Asunción,Petroleos Paraguayos (Petropar),Villa Elisa,Villa Elisa,1966,7500,,,,,,,
Latin America,Peru,Lima,Petroperu,Conchan,Conchan,1973,15500,9500,,,,,,
Latin America,Peru,Amazonas,Petroperu,El Milagro,El Milagro,N/A,2000,,,,,,,
Latin America,Peru,Loreto,Petroperu,Iquitos,Iquitos,1955,12000,,,,,,,
Latin America,Peru,Callao,Repsol,La Pampilla,La Pampilla,1967,117000,25500,2100,,,15500,,22800
Latin America,Peru,Ucayali,Maple Gas Corp.,Pucallpa,Pucallpa,1966,3250,,,,,,,
Latin America,Peru,Piura,Petroperu,Talara,Talara,1917,,,,,,,,
Latin America,Suriname,Wanica District,Staatsolie Maatschappij Suriname n.v.,"Tout Lui Faut, Paramaribo","Tout Lui Faut, Paramaribo",1997,15000,7000,,,,,,
Latin America,Trinidad and Tobago,Trinidad (west coast),Petrotrin,Pointe-a-Pierre,Pointe-a-Pierre,1919,,,,,,,,
Latin America,US Virgin Islands,St Croix,PdV/Hess,St Croix (ex-Hovensa),St Croix (ex-Hovensa),1966,,,,,,,,
Latin America,Uruguay,Montevideo,Ancap,La Teja,La Teja,1934,50000,,,,,,,18000
Latin America,Venezuela,Falcon,PdV,CRP (Cardon & Amuay),CRP (Cardon & Amuay),1950,840000,503975,40500,20700,41400,178500,144900,295700
Latin America,Venezuela,Carabobo,PdV,"El Palito, Puerto Cabello","El Palito, Puerto Cabello",1960,140000,71200,9000,,20300,70000,,9000
Latin America,Venezuela,Zulia,PdV,Maracaibo (Bajo Grande),Maracaibo (Bajo Grande),1950,15000,8835,,,,,,
Latin America,Venezuela,Anzoátegui,PdV,Puerto la Cruz,Puerto la Cruz,1950,187000,,35000,,4100,13600,,73000
Latin America,Venezuela,Anzoátegui,PdV,San Roque,San Roque,1952,5200,1770,,,,,,
Mediterranean,Albania,Fier County,ARMO,Ballsh,Ballsh,1978,17800,4500,3500,,,,12000,17400
Mediterranean,Albania,Fier County,ARMO,Fier,Fier,1968?,8500,6000,,,,,,
Mediterranean,Algeria,Adrar,Soralchin,Adrar,Adrar,2007,12900,,,,,,,
Mediterranean,Algeria,Algiers,Sonatrach,Algiers (Sidi Rezine),Algiers (Sidi Rezine),1964,74000,,35000,8000,,,,78400
Mediterranean,Algeria,Oran,Sonatrach,Arzew,Arzew,1973,80800,5447,11500,,,,,22850
Mediterranean,Algeria,Oran,Sonatrach,Arzew 2,Arzew 2,Shelved,,,,,,,,
Mediterranean,Algeria,Biskra,Sonatrach,Biskra,Biskra,Shelved,,,,,,,,
Mediterranean,Algeria,Ouargla,Sonatrach,Hassi-Messaoud,Hassi-Messaoud,1962,21500,,2400,,,,,2700
Mediterranean,Algeria,Ouargla,Sonatrach,Hassi-Messaoud 2,Hassi-Messaoud 2,2022,,,,,,,,
Mediterranean,Algeria,Illizi,Sonatrach,In Amenas,In Amenas,1980,,,,,,,,
Mediterranean,Algeria,Skikda,Sonatrach,Skikda,Skikda,1980,355300,5447,60000,,,,,94000
Mediterranean,Algeria,Tiaret,Sonatrach,Tiaret,Tiaret,Shelved,,,,,,,,
Mediterranean,Bosnia and Herzegovina,Posavina Region,Zarubezhneft/Optima Grupa,Bosanski Brod,Bosanski Brod,1892,24000,11000,4000,,,,,8500
Mediterranean,Bosnia and Herzegovina,,Zarubezhneft/Optima Grupa,Modrica Lubes Facility,Modrica Lubes Facility,2000,,,,,,,,
Mediterranean,Croatia,Primorje-Gorski Kotar,Ina (Mol and Croatian gov),Rijeka,Rijeka,1964,105370,33996,14454,5431,,20002,,27500
Mediterranean,Croatia,Sisak-Moslavina,Ina (Mol and Croatian gov),Sisak,Sisak,1960,,,,,,,,
Mediterranean,Croatia,Zagreb,Ina (Mol and Croatian gov),Zagreb,Zagreb,1950,,,,,,,,
Mediterranean,Egypt,Alexandria,AMOC,Alexandria (AMOC),Alexandria (AMOC),2002,34447,,,,,,,
Mediterranean,Egypt,Alexandria,Ameriya Petroleum Refining Co. (APRC),Alexandria (Ameriya),Alexandria (Ameriya),1972,78000,15000,12000,,9000,,,37500
Mediterranean,Egypt,Alexandria,Alexandria Petroleum Co. (APC),Alexandria (El-Mex),Alexandria (El-Mex),1957,100000,22500,13500,,,,,22436
Mediterranean,Egypt,Alexandria,Middle East Oil Refinery (Midor),Alexandria (Midor),Alexandria (Midor),2001,100000,48200,21700,10700,,,25650,61000
Mediterranean,Egypt,Assiut,Assiut Oil Refining Co. (Asorc),Assiut,Assiut,1987,47000,,7000,,,,,
Mediterranean,Egypt,Cairo,Egyptian Refining Company (ERC),Cairo (aka Citadel),Cairo (aka Citadel),2019,,84000,18000,,,,25000,54700
Mediterranean,Egypt,Suez,Suez Oil Processing Co. (SOPC),El-Suez,El-Suez,1921,66400,9500,12540,,,,16470,28766
Mediterranean,Egypt,Suez,El-Nasr Petroleum Co.,El-Suez (El-Nasr),El-Suez (El-Nasr),1913,146300,,,,,,,32000
Mediterranean,Egypt,Cairo,Cairo Oil Refining Co. (CORC),Mostorod (Cairo),Mostorod (Cairo),1969,160000,,9000,,,,,26100
Mediterranean,Egypt,Suez,Sokhna Refining Petrochemical Company (Srpc),Sukhna,Sukhna,N/A,,,,,,,,
Mediterranean,Egypt,Tanta,Cairo Oil Refining Co. (CORC),Tanta,Tanta,1973,35000,,,,,,,
Mediterranean,Egypt,Sinai?,El-Nasr Petroleum Co.D10,Wadi-Feran,Wadi-Feran,N/A,,,,,,,,
Mediterranean,Greece,South,Motor Oil Hellas (MOH),Aghii Theodori (Corinth),Aghii Theodori (Corinth),1975,185000,72000,36300,27350,2400,30850,,155600
Mediterranean,Greece,South,Hellenic Petroleum (HELPE),Aspropyrgos,Aspropyrgos,1958,148000,68000,24900,10000,,44700,,210000
Mediterranean,Greece,South,Hellenic Petroleum (HELPE),Elefsis,Elefsis,1975,100000,45300,15000,,,,20000,20000
Mediterranean,Greece,North,Hellenic Petroleum (HELPE),Thessaloniki,Thessaloniki,1966,93000,12000,15000,8300,,,,61500
Mediterranean,Israel,South,Paz Oil,Ashdod,Ashdod,1973,90000,45000,11500,,10000,27500,,73000
Mediterranean,Israel,Haifa,Oil Refineries Ltd. (ORL) Bazan,Haifa,Haifa,1939,197000,85500,25650,6300,,22500,,129500
Mediterranean,Italy,Sicily,Sonatrach,"Augusta, Siracusa","Augusta, Siracusa",1949,198000,93000,23000,5000,9000,50000,,128500
Mediterranean,Italy,Liguria,Iplom,Busalla,Busalla,1943,40000,19500,,,,,,22000
Mediterranean,Italy,Lombardy (northwest),Tamoil,Cremona,Cremona,1965,,,,,,,,
Mediterranean,Italy,Ancona,API,Falconara Marittima,Falconara Marittima,1950,85000,37500,14000,15000,,,,69100
Mediterranean,Italy,Sicily,Eni,"Gela, Ragusa","Gela, Ragusa",1963,,,,,,,,
Mediterranean,Italy,Liguria,Arcola Petrolifera/Saras,La Spezia,La Spezia,N/A,,,,,,,,
Mediterranean,Italy,Tuscany,Eni,Livorno,Livorno,1967,84000,36000,14000,6000,,,,53700
Mediterranean,Italy,Lombardy (northwest),Mol,Mantova,Mantova,1946,,,,,,,,
Mediterranean,Italy,Sicily,Lukoil,Melilli (Isab),Melilli (Isab),1975,220000,80800,41000,18000,5000,,,164900
Mediterranean,Italy,Sicily,Eni & KPC,"Milazzo, Messina","Milazzo, Messina",1961,200000,69700,12900,,5130,45000,,111100
Mediterranean,Italy,Veneto,Eni,Porto Marghera (Venice),Porto Marghera (Venice),1926,,,,,,,,
Mediterranean,Italy,Sicily,Lukoil,Priolo (Isab),Priolo (Isab),1964,100000,40000,,,,38000,,62000
Mediterranean,Italy,Emilia-Romagna,Alma Petroli,Ravenna bitumen refinery,Ravenna bitumen refinery,2000,10000,,,,,,,
Mediterranean,Italy,Lazio,Total/ERG,Rome,Rome,1965,,,,,,,,
Mediterranean,Italy,Piedmont,ExxonMobil/API,S. Martino Di Trecate (Sarpom),S. Martino Di Trecate (Sarpom),1948,131000,28000,27500,12000,,34500,,136000
Mediterranean,Italy,Pavia - Lombardy (northwest),Eni,"Sannazzaro, Pavia","Sannazzaro, Pavia",1963,200000,84500,28700,12000,3200,34000,,80000
Mediterranean,Italy,Sardinia,Saras,Sarroch,Sarroch,1965,300000,105000,46000,,8000,90000,,131000
Mediterranean,Italy,Taranto,Eni,Taranto,Taranto,1967,104000,60590,17000,6000,,,,67000
Mediterranean,Jordan,Zarqa Governorate,Jordan Petroleum Refinery,Zarqa,Zarqa,1961,100000,21500,10900,,,4000,,17300
Mediterranean,Libya,Zawiya - west,Azzawiya Oil Refining Co. (ARC) - NOC,Azzawiya/Zawia,Azzawiya/Zawia,1975,120000,3775,15750,,,,,36500
Mediterranean,Libya,Al Wahat - central/east,Sirte Oil Co. (SOC) - NOC,Marsa el-Brega,Marsa el-Brega,1970,10000,,1200,,,,,1200
Mediterranean,Libya,Sirte - central,Libyan Emirates Oil Refining Company (LERCO),Ras Lanuf,Ras Lanuf,1984,,,,,,,,
Mediterranean,Libya,Sirte - central,Arabian Gulf Oil Company (AGOCO) - NOC,Sarir,Sarir,1989,10000,,,,,,,
Mediterranean,Libya,Butnan - east,Arabian Gulf Oil Company (AGOCO) - NOC,Tobruk,Tobruk,1985,20000,,,,,,,
Mediterranean,Morocco,Casablanca - Settat,SAMIR,Mohammedia,Mohammedia,1959,,,,,,,,
Mediterranean,North Macedonia,Skopje,Hellenic Petroleum (HELPE),Skopje,Skopje,1982,,,,,,,,
Mediterranean,Romania,Bacau - northeast,Petrolsub,Bacau,Bacau,N/A,,,,,,,,
Mediterranean,Romania,Prahova,Steaua Romania,Cimpina/Campina,Cimpina/Campina,1897,,,,,,,,
Mediterranean,Romania,Constanza,Rompetrol,Midia (Petromidia),Midia (Petromidia),1977,100000,46000,11600,830,,24000,20000,81000
Mediterranean,Romania,Bacau - northeast,Rafo,Onesti,Onesti,1964,,,,,,,,
Mediterranean,Romania,Prahova,Lukoil Petrotel,Ploiesti (Lukoil),Ploiesti (Lukoil),1904,54300,30200,11800,3800,,18900,12500,55800
Mediterranean,Romania,Prahova,Petrobrazi (OMV Petrom),Ploiesti (Petrobrazi),Ploiesti (Petrobrazi),1934,84000,44000,11000,4361,,30000,22000,70000
Mediterranean,Romania,Prahova,Rompetrol,Ploiesti (Vega),Ploiesti (Vega),1904,7000,3485,,,,,,
Mediterranean,Serbia,Vojvodina Province,NIS-Oil Refinery Novi Sad,Novi Sad,Novi Sad,1968,,,,,,,,
Mediterranean,Serbia,Vojvodina Province,NIS (Gazpromneft),Pancevo,Pancevo,1968,96000,40100,7920,,3070,18950,12466,21910
Mediterranean,Spain,Catalonia,Repsol/Cepsa,"Asesa, Tarragona","Asesa, Tarragona",1975?,30100,20300,,,,,,
Mediterranean,Spain,Andalusia,Cepsa,"Cadiz (Algeciras, Gibraltar)","Cadiz (Algeciras, Gibraltar)",1969,244000,88688,36000,5500,5600,39000,,119000
Mediterranean,Spain,Murcia,Repsol,Cartagena (Repsol),Cartagena (Repsol),1951,220000,108500,26000,800,,,53400,117800
Mediterranean,Spain,Valencia,BP,Castellon de la Plana,Castellon de la Plana,1968,108000,93800,14850,17100,3116,29800,24981,127080
Mediterranean,Spain,Andalusia,Cepsa,Huelva (La Rabida),Huelva (La Rabida),1960,220000,73893,23000,,,19800,,99000
Mediterranean,Spain,Galicia,Repsol,La Coruna,La Coruna,1964,120000,53900,19700,1200,,31900,19600,89900
Mediterranean,Spain,Castilla–La Mancha,Repsol,"Puertollano, Ciudad Real","Puertollano, Ciudad Real",1965,150000,71200,16300,1900,3400,29800,25300,102400
Mediterranean,Spain,"Bisque, Basque Country",Petronor (Repsol),Somorrostro Vizcaya (Bilbao),Somorrostro Vizcaya (Bilbao),1972,220000,86100,28900,8600,4800,42500,35600,149300
Mediterranean,Spain,Catalonia,Repsol,Tarragona,Tarragona,1975,180000,66900,22000,6900,,,,89900
Mediterranean,Spain,Canary Islands,Cepsa,Tenerife,Tenerife,1930,,,,,,,,
Mediterranean,Syria,Latakia,Banias Refining Co.,Banias,Banias,1980,132725,50935,21430,8583,,,,37550
Mediterranean,Syria,Homs,Homs Refinery Co.,Homs,Homs,1959,107140,12200,9812,2910,,,18200,44000
Mediterranean,Tunisia,Bizerte Governorate,Ste. Tunisienne Industries des Raffinage (Stir),Bizerte,Bizerte,1963,34000,,5000,,,,,
Mediterranean,Turkey,Southeast Anatolia,Tupras,"Batman, Siirt","Batman, Siirt",2000,22090,2140,1302,,,,,1302
Mediterranean,Turkey,Western coast,Tupras,Izmir (Aliaga),Izmir (Aliaga),1972,238904,75490,9810,,,15095,,63000
Mediterranean,Turkey,Marmara - Kocaeli,Tupras,"Izmit (Tutunciftlik, Istanbul)","Izmit (Tutunciftlik, Istanbul)",1961,240945,136947,44900,5030,,13840,52000,265000
Mediterranean,Turkey,Central Anatolia,Tupras,Kirikkale (Ankara),Kirikkale (Ankara),1986,110400,30190,44130,9025,,,,88000
Mediterranean,Turkey,Kahramanmaras,Ersan Petrol Sanayii AS (Sayer Group),Narli,Narli,1970,,,,,,,,
Mediterranean,Turkey,Western coast,Socar,"Star, Aliaga","Star, Aliaga",2019,200000,100000,28000,,,,40000,106000
Middle East,Bahrain,Eastern coast,Bahrain Petroleum Co. (Bapco),Sitra,Sitra,1936,267000,199800,13500,,,42000,,146500
Middle East,Iran,Khuzestan Province,National Iranian Oil Co.,Abadan,Abadan,1909,400000,55000,26000,4000,7000,80000,,26000
Middle East,Iran,Markazi Province,National Iranian Oil Co.,"Arak (Shazand, Imam Khomeini)","Arak (Shazand, Imam Khomeini)",1993,250000,71000,44000,8000,,94000,,257600
Middle East,Iran,Hormozgan Province,National Iranian Oil Co.,Bandar Abbas,Bandar Abbas,1997,320000,126000,59000,15000,,,,150000
Middle East,Iran,Isfahan Province,National Iranian Oil Co.,Isfahan,Isfahan,1979,375000,119000,61600,27000,,,,88600
Middle East,Iran,Kermanshah Province,National Iranian Oil Co.,Kermanshah,Kermanshah,2000,21000,,2600,,,,,5875
