Region,Country,State/Province,Refiner,Refinery,Location,Date of Commissioning,CDU bpsd,VDU bpsd,Reformer bpsd,Isomerization bpsd,Alkylation bpsd,FCC bpsd,Coker bpsd,Hydrotreater bpsd
North and Central Europe,Belgium,Flemish Region,Gunvor,Antwerp (Gunvor),Antwerp (Gunvor),1968,,,,,,,,
North and Central Europe,Belgium,Flemish Region,Total,Antwerp (Total),Antwerp (Total),1951,338000,92630,56000,,16500,95025,,364000
North and Central Europe,Belgium,Flemish Region,Vitol,Antwerp (Vitol),Antwerp (Vitol),2000,21000,21000,,,,,,
North and Central Europe,Bulgaria,Southeast - Black Sea coast,Lukoil,Burgas,Burgas,1964,139000,76900,14400,1700,6900,37100,,158000
North and Central Europe,Bulgaria,Pleven Oblast - northern Bulgaria,Plama Pleven/Euroenergy,Plama,Plama,1971,,,,,,,,
North and Central Europe,Czech Republic,Central Bohemia,Ceska Rafinerska/Unipetrol (PKN Orlen),Kralupy,Kralupy,1975,64120,13000,7480,4510,,24000,,46030
North and Central Europe,Czech Republic,Most District - nortwest,Ceska Rafinerska/Unipetrol (PKN Orlen),Litvinov,Litvinov,1951,109840,58870,19990,2700,,,,59750
North and Central Europe,Czech Republic,Pardubice,Paramo AS,Pardubice,Pardubice,1943,,,,,,,,
North and Central Europe,Denmark,Southern Denmark,Shell,Fredericia,Fredericia,1966,67000,,13390,6400,,,,42760
North and Central Europe,Denmark,Zealand,Equinor --> selling to Klesch,Kalundborg,Kalundborg,1960,110000,22000,8600,10000,,,,40000
North and Central Europe,Finland,Southwest Finland,Neste Oil,Naantali,Naantali,1957,,,,,,,,
North and Central Europe,Finland,Uusimaa,Neste Oil,Porvoo,Porvoo,1965,197000,78000,42950,7000,7750,43100,,255000
North and Central Europe,France,Provence-Alpes-Côte d'Azur,LyondellBasell,Berre l'Etaing,Berre l'Etaing,1931,,,,,,,,
North and Central Europe,France,Loire-Atlantique,Total,Donges (Saint-Nazaire),Donges (Saint-Nazaire),1933,219000,103000,23000,3300,7000,50536,,126000
North and Central Europe,France,Nord-Pas de Calais - northeast,Colas,Dunkirk,Dunkirk,1932,,,,,,,,
North and Central Europe,France,Southeast,Total,Feyzin (Lyon),Feyzin (Lyon),1960,109000,38364,11000,,5000,29024,,50097
North and Central Europe,France,South France - Med,ExxonMobil,Fos sur Mer,Fos sur Mer,1965,133000,41000,21000,,,30500,,133000
North and Central Europe,France,Normandy,Total,Gonfreville l'Orcher (Le Havre),Gonfreville l'Orcher (Le Havre),2000,247000,75404,34000,,,,,244022
North and Central Europe,France,Northern France,Total,Grandpuits,Grandpuits,1966,,,,,,,,
North and Central Europe,France,South France - Med,Total,La Mede (Marseilles),La Mede (Marseilles),1935,,,,,,,,
North and Central Europe,France,South France - Med,PetroIneos,Lavera,Lavera,1933,210000,74000,14000,15300,,34000,,83200
North and Central Europe,France,Normandy,Petroplus,Petit Couronne,Petit Couronne,1929,,,,,,,,
North and Central Europe,France,Normandy - northwest,ExxonMobil,Port Jerome-Gravenchon,Port Jerome-Gravenchon,1933,239000,104000,31000,10500,8500,41500,,239500
North and Central Europe,France,Alsace,Petroplus,Reichstett-Vendenheim,Reichstett-Vendenheim,1963,,,,,,,,
North and Central Europe,Germany,Bavaria - southeast,OMV,Burghausen,Burghausen,1967,72000,,,,,,31200,65000
North and Central Europe,Germany,North Rhine-Westphalia - west,BP,Gelsenkirchen (Horst/Scholven),Gelsenkirchen (Horst/Scholven),1935,240000,108000,28080,,,30000,32600,182600
North and Central Europe,Germany,Hamburg - north,Tamoil,Hamburg (Holborn),Hamburg (Holborn),1983,105000,20600,19200,,,23000,,73600
North and Central Europe,Germany,Hamburg - north,HR Oelwerke Schindler GMBH,Hamburg (lubes facility),Hamburg (lubes facility),2000,,17040,,,,,,1620
North and Central Europe,Germany,Hamburg - north,Nynas,Harburg,Harburg,1929,20000,13450,6400,1400,,5000,,63825
North and Central Europe,Germany,Schleswig-Holstein - north,Klesch Group,Heide/Grasbrook,Heide/Grasbrook,1940,90520,36140,18000,6000,,,,25000
North and Central Europe,Germany,Bavaria - southeast,Gunvor,Ingolstadt,Ingolstadt,1960,110000,40000,19000,6800,,28000,,95000
North and Central Europe,Germany,Baden-Württemberg - southwest,"Miro (Shell, Exxon, Rosneft, Phillips 66)",Karlsruhe (Miro),Karlsruhe (Miro),1963,309000,144000,48000,16000,13000,89000,30250,261660
North and Central Europe,Germany,Baden-Württemberg - southwest,Total,Karlsruhe (Total),Karlsruhe (Total),1969,,,,,,,,
North and Central Europe,Germany,Saxony-Anhalt - east,Total,"Leuna, Spergau","Leuna, Spergau",1997,240000,108000,25000,,8885,59117,,229044
North and Central Europe,Germany,Lower Saxony - northwest,BP,Lingen,Lingen,1953,94000,48000,27299,8382,,,20339,70129
North and Central Europe,Germany,North Rhine-Westphalia - west,Shell,Rheinland/Rhineland,Rheinland/Rhineland,1937,325000,162000,66017,13644,,,,325602
North and Central Europe,Germany,Lower Saxony - northwest,HR Chemisch-Pharmazeutische Spezialaten GMBH,Salzbergen,Salzbergen,2000,,7000,,,,,,4800
North and Central Europe,Germany,Brandenburg - northeast,"PCK (Rosneft, Shell, Eni)",Schwedt,Schwedt,1958,204000,126000,36000,15000,8300,52000,,216940
North and Central Europe,Germany,Bavaria - southeast,Bayernoil,Vohburg-Neustadt,Vohburg-Neustadt,1967,206000,70000,38000,14200,,42849,,172300
North and Central Europe,Germany,Lower Saxony,Hestya Energy BV (HES),Wilhelmshaven,Wilhelmshaven,1976,40000,40000,,,,,,41000
North and Central Europe,Hungary,Central,Mol,Szazhalombatta (Duna),Szazhalombatta (Duna),1965,162000,77500,29600,3500,3300,26600,16900,120700
North and Central Europe,Hungary,Northeast,Mol,Tiszaujvaros,Tiszaujvaros,1961,,,,,,,,14000
North and Central Europe,Ireland,Munster - Cork,Irving Oil,Whitegate,Whitegate,1950,71000,,11000,7600,,,,44600
North and Central Europe,Lithuania,Northwest,Orlen Lietuva (PKN Orlen),Mazeikiai,Mazeikiai,1980,263420,89300,45900,18900,,58200,,235000
North and Central Europe,Netherlands,North Holland,Smid & Hollander Raffinaderij BV,Amsterdam,Amsterdam,2000,10000,8000,,,,,,
North and Central Europe,Netherlands,South Holland,Shell,Pernis (Rotterdam),Pernis (Rotterdam),1902,404000,148000,41400,,7300,49000,,267000
North and Central Europe,Netherlands,South Holland,BP,Rotterdam (BP),Rotterdam (BP),1967,400000,81035,28530,,8150,58900,,350000
North and Central Europe,Netherlands,South Holland,ExxonMobil,Rotterdam (Exxon),Rotterdam (Exxon),1960,192000,81500,32500,,,,41500,139500
North and Central Europe,Netherlands,South Holland,Koole (AP Moller-Maersk),Rotterdam (Koole),Rotterdam (Koole),2000,2000,,,,,,,
North and Central Europe,Netherlands,South Holland,Vitol,Rotterdam (Vitol),Rotterdam (Vitol),1994,80000,,,,,,,
North and Central Europe,Netherlands,South Holland,Gunvor,Rotterdam - Europoort (Gunvor),Rotterdam - Europoort (Gunvor),2000,,40470,20430,8730,,,,77360
North and Central Europe,Netherlands,Zeeland,Total-Lukoil,Vlissingen/Flushing (Zeeland),Vlissingen/Flushing (Zeeland),1973,166000,66400,28200,,,,,69000
North and Central Europe,Norway,Hordaland County,Equinor,Mongstad,Mongstad,1970,239200,,24400,3840,,55000,24780,129000
North and Central Europe,Norway,Vestfold County (south),ExxonMobil,Slagen,Slagen,1961,,,,,,,,
North and Central Europe,Poland,Pomerania Province - northwest,Grupa Lotos SA,Gdansk,Gdansk,1976,210000,120000,25000,10000,,,24932,140000
North and Central Europe,Poland,Masovia Province,PKN Orlen,Plock,Plock,1964,327000,205123,63500,13194,3372,27945,,230000
North and Central Europe,Portugal,Norte Region - northwest coast,Galp Energia,"Leca da Palmeira, Porto (Matosinhos)","Leca da Palmeira, Porto (Matosinhos)",1969,,,,,,,,
North and Central Europe,Portugal,Alentejo Region - southwest coast,Galp Energia,Sines,Sines,1978,220000,71393,24750,,5400,45000,,124650
North and Central Europe,Slovakia,West Slovakia,Slovnaft (Mol),Bratislava,Bratislava,1957,124000,55000,21000,6000,4500,18000,,87800
North and Central Europe,Sweden,Västra Götaland County,Preem Raffinaderi AB (Scanraff),Brofjorden-Lysekil,Brofjorden-Lysekil,1975,220000,96600,32400,14400,,29700,,94500
North and Central Europe,Sweden,Västra Götaland County,Nynas,Gothenburg (Nynas),Gothenburg (Nynas),1956,13000,13000,,,,,,
North and Central Europe,Sweden,Västra Götaland County,Preem Raffinaderi AB (Preemraff),Gothenburg (Preem),Gothenburg (Preem),1967,106000,,20500,10000,,,,76640
North and Central Europe,Sweden,Västra Götaland County,St1,Gothenburg (St1),Gothenburg (St1),1946,83950,30000,17760,4000,,,,61000
North and Central Europe,Sweden,Stockholm County,Nynas,Nynashamn,Nynashamn,1928,28000,28000,,,,,,9400
North and Central Europe,Switzerland,Valais,Tamoil,Collombey,Collombey,1962,,,,,,,,
North and Central Europe,Switzerland,Neuchatel,Varo Energy (Vitol),Cressier,Cressier,1966,68000,24000,16000,3600,,,,62000
North and Central Europe,Ukraine,Lvov Oblast,NPK-Galichina (Privat),"Drogobych, Lviv","Drogobych, Lviv",2000,,,,,,,,
North and Central Europe,Ukraine,Kherson Oblast,Alliance/Kontineum,Kherson,Kherson,1938,,,,,,,,
North and Central Europe,Ukraine,Poltava Oblast,Ukrtatnafta/Privat,Kremenchug,Kremenchug,1963,372000,119997,44400,17534,,29600,,133000
North and Central Europe,Ukraine,Luhansk Oblast,Rosneft,Lisichansk,Lisichansk,1976,,,,,,,,
North and Central Europe,Ukraine,Ivano-Frankivsk Oblast,Ukrtatnafta/Privat,Nadvornaja/Nadvirna,Nadvornaja/Nadvirna,2000,,,,,,,,
North and Central Europe,Ukraine,Odessa Oblast,Vetek,Odessa,Odessa,1937,,,,,,,,
North and Central Europe,Ukraine,Kharkiv Oblast,Ukrgazvydobuvannya (UGV),Shebelinka/Shebelinsky,Shebelinka/Shebelinsky,2000,24000,,6000,,,,,7000
North and Central Europe,United Kingdom,Essex,Petroplus,Coryton,Coryton,1953,,,,,,,,
North and Central Europe,United Kingdom,Scotland,Nynas,Dundee,Dundee,1934,,,,,,,,
North and Central Europe,United Kingdom,England,Nynas & Shell,Eastham,Eastham,1950,27000,27000,,,,,,
North and Central Europe,United Kingdom,England,ExxonMobil,Fawley,Fawley,1921,261000,136500,66000,35000,,88500,,306000
North and Central Europe,United Kingdom,Scotland,PetroIneos,Grangemouth,Grangemouth,1924,145000,64600,39600,,4500,,,98700
North and Central Europe,United Kingdom,England,Phillips 66,"Humber, Killingholme","Humber, Killingholme",1969,221000,157900,52100,22600,11790,51000,64600,248500
North and Central Europe,United Kingdom,England,Prax Group,Lindsey,Lindsey,1968,109705,96524,31000,,7847,49797,,135920
North and Central Europe,United Kingdom,Wales,Murco Petroleum (Murphy Oil),Milfordhaven,Milfordhaven,1973,,,,,,,,
North and Central Europe,United Kingdom,Wales,Valero,Pembroke,Pembroke,1964,220000,95000,39000,31900,32500,90000,,157800
North and Central Europe,United Kingdom,Durham,Petroplus,Port Clarence Teeside,Port Clarence Teeside,1966,,,,,,,,
North and Central Europe,United Kingdom,England,Essar Oil,Stanlow,Stanlow,1924,204500,46000,56780,5738,11000,86000,,158000
Russia & Central Asia,Azerbaijan,Baku,Socar,Azneftyag (Baku),Azneftyag (Baku),1930,,,,,,,,
Russia & Central Asia,Azerbaijan,Baku,Socar,New Baku (Heydar Aliyev),New Baku (Heydar Aliyev),1953,120000,71043,24466,,930,57750,38529,67492
Russia & Central Asia,Azerbaijan,Baku,Socar,Oil & Gas Processing and Petrochemical Complex (OGPC),Oil & Gas Processing and Petrochemical Complex (OGPC),2030+,,,,,,,,
Russia & Central Asia,Kazakhstan,,Caspi Bitum,Aktau,Aktau,2000,,,,,,,,
Russia & Central Asia,Kazakhstan,,Neftepererabotka,Aktobe,Aktobe,2000,6000,,,,,,,
Russia & Central Asia,Kazakhstan,,Vernal Oil,Aktobe,Aktobe,2000,14400,,,,,,,
Russia & Central Asia,Kazakhstan,,Asfaltbetonny,Almaty,Almaty,2000,,,,,,,,
Russia & Central Asia,Kazakhstan,Western Kazakhstan - Caspian Sea coast,KMG,Atyrau,Atyrau,1945,110000,46000,50100,,,30000,30600,88500
Russia & Central Asia,Kazakhstan,Southern Kazakhstan,PetroKazakhstan (KMG/CNPC),Chimkent,Chimkent,1985,120000,,32300,12000,,30000,,87800
Russia & Central Asia,Kazakhstan,,Stratus Oil,Chimkent (Stratus Oil),Chimkent (Stratus Oil),2000,7500,,,,,,,
Russia & Central Asia,Kazakhstan,,Amangeldy,Dzhambul,Dzhambul,2000,2000,,,,,,,
Russia & Central Asia,Kazakhstan,Northeast Kazakhstan,KMG,Pavlodar,Pavlodar,1978,124000,80000,27000,,4000,38356,18397,142600
Russia & Central Asia,Kazakhstan,Western Kazakhstan,Kondensat,Uralsk,Uralsk,2000,12000,,,,,,,
Russia & Central Asia,Kazakhstan,,Other mini-refineries?,xxxx,xxxx,2000,,,,,,,,
Russia & Central Asia,Kyrgyzstan,Jalalabad Region,Kyrgoil,Jalalabad,Jalalabad,1996,6000,,,,,,,
Russia & Central Asia,Kyrgyzstan,Chuy Region,Kyrgyz-Chinese JV: China Petrol Company Zhongda,Kara-Balta,Kara-Balta,2016,12000,,,,,,,
Russia & Central Asia,Russia,Krasnoyarsk Krai - East Siberia,Rosneft,Achinsk,Achinsk,1982,150000,21699,25359,8437,,,,79340
Russia & Central Asia,Russia,Krasnodar Krai - Black Sea coast,Forteinvest,Afipsky,Afipsky,1964,120000,59671,,,,,,12800
Russia & Central Asia,Russia,Irkutsk Oblast - east Siberia,Rosneft,Angarsk,Angarsk,1957,204000,59671,20116,6827,3775,20493,10685,84213
Russia & Central Asia,Russia,Tyumen Oblast - west Siberia,Socar Energoresurs (Sberbank/Socar),Antipinsky,Antipinsky,2006,180000,81370,7315,5852,,,30274,81096
Russia & Central Asia,Russia,Kemerovo Oblast- west Siberia,Kem-Oil,Anzhersky,Anzhersky,N/A,3600,,,,,,,
Russia & Central Asia,Russia,Astrakhan Oblast - southern Russia,Gazprom,Astrakhan,Astrakhan,2000,66200,,24384,14630,,,,55342
Russia & Central Asia,Russia,Kemerovo Oblast- west Siberia,Siberian Business Union,Chernigov,Chernigov,N/A,2000,,,,,,,
Russia & Central Asia,Russia,Primorsky Krai - Far East,Rosneft,Fepco,Fepco,N/A,,,,,,,,
Russia & Central Asia,Russia,Krasnodar Krai - Black Sea coast,Kuban Oil and Gas Company,Ilsky,Ilsky,2000,132000,,,,,,,
Russia & Central Asia,Russia,Kaluga Oblast -,Pervy Zavod,Kaluga,Kaluga,N/A,,,,,,,,
Russia & Central Asia,Russia,Khabarovsk Krai - Far East,Alliance Group (Alyans),Khabarovsk,Khabarovsk,1936,100000,84625,10973,2633,,,,34598
Russia & Central Asia,Russia,Leningrad Oblast,Surgutneftegaz,Kirishi,Kirishi,1966,420000,193479,82904,37795,,,,229205
Russia & Central Asia,Russia,Novosibirsk,VPK Oil,Kochenevsky,Kochenevsky,2007,12000,5967,,,,,,6082
Russia & Central Asia,Russia,Khabarovsk Krai - Far East,Rosneft,Komsomolsk,Komsomolsk,1942,160000,79562,10973,4877,,,17808,36446
Russia & Central Asia,Russia,Krasnodar Krai - Black Sea coast,Slavyansk-Eko,Krasnodar (Slavyansk-on-Kuban),Krasnodar (Slavyansk-on-Kuban),2000,70000,,,,,,,
Russia & Central Asia,Russia,Krasnodar Krai - Black Sea coast,Krasnodareconeft,Krasnodar city,Krasnodar city,1920,62000,44844,,,,,,
Russia & Central Asia,Russia,Omsk Oblast - southwestern Siberia,??,Krutogorsky (city of Omsk),Krutogorsky (city of Omsk),N/A,,,,,,,,
Russia & Central Asia,Russia,Samara Oblast - Volga river,Rosneft,Kuibishev,Kuibishev,1945,140000,69616,24384,6827,1888,42849,,132085
Russia & Central Asia,Russia,Mari El Republic - Volga Federal District,New Stream (Sberbank/Socar),Mari Republic,Mari Republic,1998,32000,8390,,,,,,
Russia & Central Asia,Russia,,Mini refinery,Mini refinery,Mini refinery,2000,101760,3436,1585,,,,,2555
Russia & Central Asia,Russia,Moscow - central,Gazpromneft,Moscow,Moscow,1938,253000,125852,49255,15849,,48252,,186708
Russia & Central Asia,Russia,Rostov Oblast - south,Samaratransneft-Terminal,Nikolayev,Nikolayev,N/A,,,,,,,,
Russia & Central Asia,Russia,Tatarstan Republic,TAIF-NK,Nizhnekamsk (TAIF-NK),Nizhnekamsk (TAIF-NK),1979,170000,74589,,,,18630,,59833
Russia & Central Asia,Russia,Tatarstan Republic,TANECO (Tatneft),Nizhnekamsk (TANECO),Nizhnekamsk (TANECO),2011,300000,149178,17410,10241,,20493,71233,191570
Russia & Central Asia,Russia,Nizhny Novgorod Oblast - Volga,Lukoil,Nizhny Novgorod,Nizhny Novgorod,1958,337100,178000,47100,29807,17000,80000,,223800
Russia & Central Asia,Russia,Kemerovo Oblast- west Siberia,??,North Kuzbass,North Kuzbass,N/A,,,,,,,,
Russia & Central Asia,Russia,Bashkortostan,Bashneft,Novo-Ufa,Novo-Ufa,1951,142000,70340,50474,12192,,,11878,134615
Russia & Central Asia,Russia,Samara Oblast - Volga river,Rosneft,Novokuibishev,Novokuibishev,1951,176000,87699,29260,12679,,13227,24932,97077
Russia & Central Asia,Russia,Rostov Oblast - south,Yug Rusi,Novoshakhtinsk (Rostov-on-Don),Novoshakhtinsk (Rostov-on-Don),?,100000,49726,,,,,,
Russia & Central Asia,Russia,Omsk Oblast - southwestern Siberia,Gazpromneft,Omsk,Omsk,1955,418000,148690,39014,19507,10164,74521,10685,286254
Russia & Central Asia,Russia,Orenburg Oblast,Forteinvest,Orsk,Orsk,1935,132000,91858,17483,7315,,,,67812
Russia & Central Asia,Russia,Perm Krai - Volga,Lukoil,Perm,Perm,1958,259500,116300,36900,13000,,9315,56000,131000
Russia & Central Asia,Russia,Ryazan Oblast - central,Rosneft,Ryazan,Ryazan,1960,376000,171781,39014,17800,10455,46575,,216241
Russia & Central Asia,Russia,Bashkortostan,Gazpromneft,Salavat,Salavat,1952,200000,99452,24384,21165,,20400,,85312
Russia & Central Asia,Russia,Saratov Oblast - Volga river,Rosneft,Saratov,Saratov,1934,140000,69616,21945,7315,,,,78542
Russia & Central Asia,Russia,Khanty-Mansi,Gazprom,Surgut,Surgut,2000,82620,,26822,,,,,15205
Russia & Central Asia,Russia,Samara Oblast - Volga river,Rosneft,Syzran,Syzran,1942,170000,84625,44256,6827,,12855,,133524
Russia & Central Asia,Russia,Tomsk Oblast,Tomskneftepererabotka,Tomsk,Tomsk,N/A,20000,,,,,,,
Russia & Central Asia,Russia,Krasnodar Krai - Black Sea coast,Rosneft,Tuapse,Tuapse,1929,240000,119342,,,,,,8191
Russia & Central Asia,Russia,Bashkortostan,Bashneft,Ufa,Ufa,1937,150000,74589,14142,7315,13068,50301,,126859
Russia & Central Asia,Russia,Bashkortostan,Bashneft,Ufaneftekhim,Ufaneftekhim,1957,190000,94479,9753,12192,,35397,28493,120444
Russia & Central Asia,Russia,Komi Republic - northwest,Lukoil,Ukhta,Ukhta,1934,83000,40300,9200,10300,,,,33900
Russia & Central Asia,Russia,Leningrad Oblast,Novatek,Ust Luga,Ust Luga,2013,,,,,,,,
Russia & Central Asia,Russia,Khabarovsk Krai - Far East,Transbunker,Vanino,Vanino,N/A,,,,,,,,
Russia & Central Asia,Russia,Volgograd Oblast - southern,Lukoil,Volgograd,Volgograd,1957,227000,108000,43700,9900,,,24000,96000
Russia & Central Asia,Russia,Yaroslavl Oblast - central,Slavneft  - YaNOS (Rosenft & Gazpromneft),Yaroslavl,Yaroslavl,1961,300000,146918,30723,17556,4356,27945,,161650
Russia & Central Asia,Russia,Kemerovo Oblast- west Siberia,Neftekhimservis,Yaysky (Neftekhimservis),Yaysky (Neftekhimservis),2011,60000,28208,10973,5608,,,,
Russia & Central Asia,Russia,Kemerovo Oblast- west Siberia,Slavneft  - YaNOS (Rosenft & Gazpromneft),Yaysky (Slavneft),Yaysky (Slavneft),2000,60000,,,,,,,
Russia & Central Asia,Tajikistan,South,???,Heli,Heli,2018,10000,,,,,,,
Russia & Central Asia,Turkmenistan,,Turkmenneftgas,Chardzou (Seidi),Chardzou (Seidi),2000,120000,50745,24466,,,,,24900
Russia & Central Asia,Turkmenistan,,Turkmenneftgas,Turkmenbashi,Turkmenbashi,2000,180000,40900,28074,6000,2000,15151,28600,38600
Russia & Central Asia,Uzbekistan,Fergana Region,Uzbekneftegaz,Altyaryk,Altyaryk,1960?,50000,,,,,,,
Russia & Central Asia,Uzbekistan,Bukhara Region,Uzbekneftegaz,Bukhara,Bukhara,1997,61000,,,,,,,
Russia & Central Asia,Uzbekistan,Surxondaryo Region,Djarkurgannefte,Djarkurgan/Jarkurgan,Djarkurgan/Jarkurgan,1980?,2600,,,,,,,
Russia & Central Asia,Uzbekistan,Fergana Region,Uzbekneftegaz,Fergana,Fergana,1959,110000,45671,23487,,,,17667,30804
Russia & Central Asia,Uzbekistan,Jizzakh,Uzbekneftegaz,Jizzakh,Jizzakh,Suspended,,,,,,,,
